method,seed,scenario,episode,success,recovered,steps,failure_step,recovery_step,first_support_after_failure,support_persistence,unique_active_pairs,pre_recovery_boost,action_hash
w_o_task_support,1,dropout030_delay2_relay_failure_early,73,0,0,260,24,-1,-1,0,0,,2c9cae4b723ce6d4
w_o_task_support,1,dropout030_delay2_relay_failure_early,74,0,0,260,24,-1,-1,0,0,,15faa61d7fbc04d1
w_o_task_support,1,dropout030_delay2_relay_failure_early,75,0,0,260,24,-1,-1,0,0,,78964838e8a777a1
w_o_task_support,1,dropout030_delay2_relay_failure_early,76,0,0,260,24,-1,-1,0,0,,1688a389cf748eca
w_o_task_support,1,dropout030_delay2_relay_failure_early,77,0,0,260,24,-1,-1,0,0,,43cb3c020b4b2c51
w_o_task_support,1,dropout030_delay2_relay_failure_early,78,0,0,260,24,-1,-1,0,0,,e551e6ca91c4b1d7
w_o_task_support,1,dropout030_delay2_relay_failure_early,79,0,0,260,24,-1,-1,0,0,,91e41b2d7f1326cd
w_o_task_support,1,dropout030_delay2_relay_failure_early,80,1,1,44,24,44,-1,0,0,0.0000,5e25ffddffd8cef5
w_o_task_support,1,dropout030_delay2_relay_failure_early,81,1,1,46,24,46,-1,0,0,0.0000,c4779981ca838dde
w_o_task_support,1,dropout030_delay2_relay_failure_early,82,0,0,260,24,-1,-1,0,0,,339e10a8913709db
w_o_task_support,1,dropout030_delay2_relay_failure_early,83,0,0,260,24,-1,-1,0,0,,246580cb0f7e484a
w_o_task_support,1,dropout030_delay2_relay_failure_early,84,1,1,45,24,45,-1,0,0,0.0000,d06090a5e05891bb
w_o_task_support,1,dropout030_delay2_relay_failure_early,85,1,1,48,24,48,-1,0,0,0.0000,e6c2506545ebf941
w_o_task_support,1,dropout030_delay2_relay_failure_early,86,0,0,260,24,-1,-1,0,0,,1f7c4e2aefa9dea9
w_o_task_support,1,dropout030_delay2_relay_failure_early,87,0,0,260,24,-1,-1,0,0,,07540848075fbb78
w_o_task_support,1,dropout030_delay2_relay_failure_early,88,0,0,260,24,-1,-1,0,0,,5ebe93708238bde2
w_o_task_support,1,dropout030_delay2_relay_failure_early,89,0,0,260,24,-1,-1,0,0,,752d5d17f7503178
w_o_task_support,1,dropout030_delay2_relay_failure_early,90,0,0,260,24,-1,-1,0,0,,56134f146c360dfd
w_o_task_support,1,dropout030_delay2_relay_failure_early,91,0,0,260,24,-1,-1,0,0,,f37fb96a8ab214cf
w_o_task_support,1,dropout030_delay2_relay_failure_early,95,1,1,46,24,46,-1,0,0,0.0000,a39ed09e58ea17af
w_o_task_support,1,dropout030_delay2_relay_failure_early,92,1,1,49,24,49,-1,0,0,0.0000,34d2dced9120e980
w_o_task_support,1,dropout030_delay2_relay_failure_early,94,1,1,49,24,49,-1,0,0,0.0000,1a309f7152b25078
w_o_task_support,1,dropout030_delay2_relay_failure_early,93,0,0,260,24,-1,-1,0,0,,03bb057e8a7407b9
w_o_task_support,1,dropout030_delay2_relay_failure_early,98,1,1,44,24,44,-1,0,0,0.0000,c987eefd260d8ece
w_o_task_support,1,dropout030_delay2_relay_failure_early,97,1,1,47,24,47,-1,0,0,0.0000,584131fd72d260a4
w_o_task_support,1,dropout030_delay2_relay_failure_early,96,0,0,260,24,-1,-1,0,0,,92f3bed8738bd596
w_o_task_support,1,dropout030_delay2_relay_failure_early,99,0,0,260,24,-1,-1,0,0,,466f35fa6b3adc10
w_o_task_support,2,dropout030_delay2_relay_failure,0,1,1,44,39,44,-1,0,0,0.0000,311fac98ed3a04c8
w_o_task_support,2,dropout030_delay2_relay_failure,1,1,1,44,39,44,-1,0,0,0.0000,fdbf63221f3e23a2
w_o_task_support,2,dropout030_delay2_relay_failure,2,1,1,45,39,45,-1,0,0,0.0000,745384ce1b218377
w_o_task_support,2,dropout030_delay2_relay_failure,3,1,1,45,39,45,-1,0,0,0.0000,9264d4e01ac77933
w_o_task_support,2,dropout030_delay2_relay_failure,5,1,1,45,39,45,-1,0,0,0.0000,bc7d7ad9a67f8727
w_o_task_support,2,dropout030_delay2_relay_failure,7,1,1,46,39,46,-1,0,0,0.0000,fa08cf50a07322c9
w_o_task_support,2,dropout030_delay2_relay_failure,6,1,1,48,39,48,-1,0,0,0.0000,d8b72c5e9765ad76
w_o_task_support,2,dropout030_delay2_relay_failure,4,1,1,49,39,49,-1,0,0,0.0000,e73c110464a3844a
w_o_task_support,2,dropout030_delay2_relay_failure,8,1,1,46,39,46,-1,0,0,0.0000,958742d1ad4f79b2
w_o_task_support,2,dropout030_delay2_relay_failure,9,1,1,46,39,46,-1,0,0,0.0000,a141ec7768a9d8cd
w_o_task_support,2,dropout030_delay2_relay_failure,10,1,1,48,39,48,-1,0,0,0.0000,d2b02c081a7f07e4
w_o_task_support,2,dropout030_delay2_relay_failure,11,1,1,48,39,48,-1,0,0,0.0000,5bc76486d24fc9c9
w_o_task_support,2,dropout030_delay2_relay_failure,15,1,1,46,39,46,-1,0,0,0.0000,7799700b8072ad59
w_o_task_support,2,dropout030_delay2_relay_failure,14,1,1,48,39,48,-1,0,0,0.0000,540456da4f02871e
w_o_task_support,2,dropout030_delay2_relay_failure,12,1,1,49,39,49,-1,0,0,0.0000,acbca70aebd3d8eb
w_o_task_support,2,dropout030_delay2_relay_failure,13,1,1,50,39,50,-1,0,0,0.0000,e20e635906927fc6
w_o_task_support,2,dropout030_delay2_relay_failure,18,1,1,47,39,47,-1,0,0,0.0000,1e8f82559e08bb37
w_o_task_support,2,dropout030_delay2_relay_failure,19,1,1,47,39,47,-1,0,0,0.0000,2739d50f98749080
w_o_task_support,2,dropout030_delay2_relay_failure,16,1,1,48,39,48,-1,0,0,0.0000,327aadf90808d53f
w_o_task_support,2,dropout030_delay2_relay_failure,17,1,1,49,39,49,-1,0,0,0.0000,265d3036f92b8f8c
w_o_task_support,2,dropout030_delay2_relay_failure,20,1,1,46,39,46,-1,0,0,0.0000,fcd0a0278e282360
w_o_task_support,2,dropout030_delay2_relay_failure,23,1,1,46,39,46,-1,0,0,0.0000,460acfaa7f894639
w_o_task_support,2,dropout030_delay2_relay_failure,22,1,1,47,39,47,-1,0,0,0.0000,a8f1547e5d6cc478
w_o_task_support,2,dropout030_delay2_relay_failure,21,1,1,48,39,48,-1,0,0,0.0000,302c5681fd770f46
w_o_task_support,2,dropout030_delay2_relay_failure,27,1,1,46,39,46,-1,0,0,0.0000,6d0c32e8b6b73df4
w_o_task_support,2,dropout030_delay2_relay_failure,24,1,1,49,39,49,-1,0,0,0.0000,c1e5e3e942b9423b
w_o_task_support,2,dropout030_delay2_relay_failure,26,1,1,50,39,50,-1,0,0,0.0000,80347bce1c499e18
w_o_task_support,2,dropout030_delay2_relay_failure,25,0,0,260,39,-1,-1,0,0,,bdf8cd1e1952a5ec
w_o_task_support,2,dropout030_delay2_relay_failure,29,1,1,47,39,47,-1,0,0,0.0000,5849033120c58eb4
w_o_task_support,2,dropout030_delay2_relay_failure,30,1,1,47,39,47,-1,0,0,0.0000,736decd87f0572b1
w_o_task_support,2,dropout030_delay2_relay_failure,31,1,1,47,39,47,-1,0,0,0.0000,87e2bdd835ce19d1
w_o_task_support,2,dropout030_delay2_relay_failure,28,1,1,49,39,49,-1,0,0,0.0000,28a981aa23262ed1
w_o_task_support,2,dropout030_delay2_relay_failure,33,1,1,45,39,45,-1,0,0,0.0000,001dfa6aa8e99ed3
w_o_task_support,2,dropout030_delay2_relay_failure,35,1,1,45,39,45,-1,0,0,0.0000,75a2fe21c3c9471a
w_o_task_support,2,dropout030_delay2_relay_failure,32,1,1,54,39,54,-1,0,0,0.0000,c2de1d6c57510f89
w_o_task_support,2,dropout030_delay2_relay_failure,34,0,0,260,39,-1,-1,0,0,,405b3ee586280d71
w_o_task_support,2,dropout030_delay2_relay_failure,38,1,1,46,39,46,-1,0,0,0.0000,a81d85b30bda0073
w_o_task_support,2,dropout030_delay2_relay_failure,37,1,1,48,39,48,-1,0,0,0.0000,aaddc290da3d901e
w_o_task_support,2,dropout030_delay2_relay_failure,36,0,0,260,39,-1,-1,0,0,,368779e148c9f967
w_o_task_support,2,dropout030_delay2_relay_failure,39,0,0,260,39,-1,-1,0,0,,bf99f43a11ab9430
w_o_task_support,2,dropout030_delay2_relay_failure,43,1,1,45,39,45,-1,0,0,0.0000,987cf6c504ec7a02
w_o_task_support,2,dropout030_delay2_relay_failure,41,1,1,46,39,46,-1,0,0,0.0000,afc13794f80c8c97
w_o_task_support,2,dropout030_delay2_relay_failure,40,1,1,47,39,47,-1,0,0,0.0000,e839fe0b4467676d
w_o_task_support,2,dropout030_delay2_relay_failure,42,1,1,47,39,47,-1,0,0,0.0000,74780ea9272afa67
w_o_task_support,2,dropout030_delay2_relay_failure,46,1,1,44,39,44,-1,0,0,0.0000,3b1b2f651678f439
w_o_task_support,2,dropout030_delay2_relay_failure,44,1,1,47,39,47,-1,0,0,0.0000,68f28df4569105d5
w_o_task_support,2,dropout030_delay2_relay_failure,45,1,1,49,39,49,-1,0,0,0.0000,c55d3c7a14db8769
w_o_task_support,2,dropout030_delay2_relay_failure,47,1,1,49,39,49,-1,0,0,0.0000,a3453ea9c56b1d6d
w_o_task_support,2,dropout030_delay2_relay_failure,50,1,1,45,39,45,-1,0,0,0.0000,b7e55e9a9d0d58d9
w_o_task_support,2,dropout030_delay2_relay_failure,49,1,1,46,39,46,-1,0,0,0.0000,e6976eaf85a12ba0
w_o_task_support,2,dropout030_delay2_relay_failure,51,1,1,47,39,47,-1,0,0,0.0000,21d7a3193e06fd80
w_o_task_support,2,dropout030_delay2_relay_failure,48,0,0,260,39,-1,-1,0,0,,e34e7977b3bec6c5
w_o_task_support,2,dropout030_delay2_relay_failure,54,1,1,45,39,45,-1,0,0,0.0000,0f6326eb9a3e60f8
w_o_task_support,2,dropout030_delay2_relay_failure,53,1,1,46,39,46,-1,0,0,0.0000,3239e0307995b5e8
w_o_task_support,2,dropout030_delay2_relay_failure,55,1,1,47,39,47,-1,0,0,0.0000,da0a9bbea054ea9f
w_o_task_support,2,dropout030_delay2_relay_failure,52,1,1,48,39,48,-1,0,0,0.0000,38fde78deb3536f2
w_o_task_support,2,dropout030_delay2_relay_failure,56,1,1,46,39,46,-1,0,0,0.0000,905e3ac88a9321c2
w_o_task_support,2,dropout030_delay2_relay_failure,57,1,1,46,39,46,-1,0,0,0.0000,ec471a4e147c3bc4
w_o_task_support,2,dropout030_delay2_relay_failure,58,1,1,46,39,46,-1,0,0,0.0000,f8e24eb85d536d33
w_o_task_support,2,dropout030_delay2_relay_failure,59,1,1,49,39,49,-1,0,0,0.0000,1ed7a19bb86af311
w_o_task_support,2,dropout030_delay2_relay_failure,60,1,1,46,39,46,-1,0,0,0.0000,af8bdddbe671f881
w_o_task_support,2,dropout030_delay2_relay_failure,61,1,1,48,39,48,-1,0,0,0.0000,67ae3ac8b063bec6
w_o_task_support,2,dropout030_delay2_relay_failure,62,1,1,48,39,48,-1,0,0,0.0000,a89e75d15a74b098
w_o_task_support,2,dropout030_delay2_relay_failure,63,1,1,48,39,48,-1,0,0,0.0000,a65254239f8d2b12
w_o_task_support,2,dropout030_delay2_relay_failure,64,1,1,46,39,46,-1,0,0,0.0000,a292ce56dc7838c3
w_o_task_support,2,dropout030_delay2_relay_failure,65,1,1,46,39,46,-1,0,0,0.0000,a6bd4fe1d31aa05b
w_o_task_support,2,dropout030_delay2_relay_failure,67,1,1,50,39,50,-1,0,0,0.0000,4ead2e680e312da9
w_o_task_support,2,dropout030_delay2_relay_failure,66,0,0,260,39,-1,-1,0,0,,9d6d83019c3ba010
w_o_task_support,2,dropout030_delay2_relay_failure,68,1,1,48,39,48,-1,0,0,0.0000,5f2a7cda04aee4d2
w_o_task_support,2,dropout030_delay2_relay_failure,69,1,1,49,39,49,-1,0,0,0.0000,83f357616d865bf3
w_o_task_support,2,dropout030_delay2_relay_failure,70,1,1,50,39,50,-1,0,0,0.0000,2f72e4e6cff240b0
w_o_task_support,2,dropout030_delay2_relay_failure,71,1,1,50,39,50,-1,0,0,0.0000,7aecadd933e476a1
w_o_task_support,2,dropout030_delay2_relay_failure,74,1,1,46,39,46,-1,0,0,0.0000,db29791c0e6817cc
w_o_task_support,2,dropout030_delay2_relay_failure,73,1,1,47,39,47,-1,0,0,0.0000,4b70864ddeddfea7
w_o_task_support,2,dropout030_delay2_relay_failure,72,1,1,48,39,48,-1,0,0,0.0000,28750ccbe5582621
w_o_task_support,2,dropout030_delay2_relay_failure,75,1,1,51,39,51,-1,0,0,0.0000,e77c7eb6a45ee4c8
w_o_task_support,2,dropout030_delay2_relay_failure,78,1,1,47,39,47,-1,0,0,0.0000,68509805d708238b
w_o_task_support,2,dropout030_delay2_relay_failure,79,1,1,48,39,48,-1,0,0,0.0000,c3be1cdd9ba52580
w_o_task_support,2,dropout030_delay2_relay_failure,77,1,1,49,39,49,-1,0,0,0.0000,79779700e0f2a48b
w_o_task_support,2,dropout030_delay2_relay_failure,76,0,0,260,39,-1,-1,0,0,,c7b9eee61b282475
w_o_task_support,2,dropout030_delay2_relay_failure,80,1,1,44,39,44,-1,0,0,0.0000,45e4e1d8a0c4501f
w_o_task_support,2,dropout030_delay2_relay_failure,83,1,1,45,39,45,-1,0,0,0.0000,e5009b982534d5d4
w_o_task_support,2,dropout030_delay2_relay_failure,82,1,1,46,39,46,-1,0,0,0.0000,cbf27a114bf133af
w_o_task_support,2,dropout030_delay2_relay_failure,81,1,1,49,39,49,-1,0,0,0.0000,3168ffe8fa5a44d9
w_o_task_support,2,dropout030_delay2_relay_failure,87,1,1,45,39,45,-1,0,0,0.0000,2c0be774326d1dfb
w_o_task_support,2,dropout030_delay2_relay_failure,84,1,1,47,39,47,-1,0,0,0.0000,be5f78dab792b2e6
w_o_task_support,2,dropout030_delay2_relay_failure,86,1,1,48,39,48,-1,0,0,0.0000,3071653f48a57a7c
w_o_task_support,2,dropout030_delay2_relay_failure,85,1,1,50,39,50,-1,0,0,0.0000,ddd74fef7b5da449
w_o_task_support,2,dropout030_delay2_relay_failure,89,1,1,46,39,46,-1,0,0,0.0000,dd48488456a8b6e1
w_o_task_support,2,dropout030_delay2_relay_failure,88,1,1,47,39,47,-1,0,0,0.0000,58e2ba12e042beae
w_o_task_support,2,dropout030_delay2_relay_failure,91,1,1,47,39,47,-1,0,0,0.0000,06a3ea6ac83e7b15
w_o_task_support,2,dropout030_delay2_relay_failure,90,1,1,53,39,53,-1,0,0,0.0000,1883bb350e33eeb3
w_o_task_support,2,dropout030_delay2_relay_failure,93,1,1,46,39,46,-1,0,0,0.0000,81c5baff3507b574
w_o_task_support,2,dropout030_delay2_relay_failure,94,1,1,50,39,50,-1,0,0,0.0000,69dc23fee7d13f9e
w_o_task_support,2,dropout030_delay2_relay_failure,92,0,0,260,39,-1,-1,0,0,,bb6e8272f96ef284
w_o_task_support,2,dropout030_delay2_relay_failure,95,0,0,260,39,-1,-1,0,0,,730eafc8772f9bbf
w_o_task_support,2,dropout030_delay2_relay_failure,96,1,1,46,39,46,-1,0,0,0.0000,d4aeee296bffc87d
w_o_task_support,2,dropout030_delay2_relay_failure,98,1,1,46,39,46,-1,0,0,0.0000,363f05854b0b733c
w_o_task_support,2,dropout030_delay2_relay_failure,97,0,0,260,39,-1,-1,0,0,,80241c25dc45ae4d
w_o_task_support,2,dropout030_delay2_relay_failure,99,0,0,260,39,-1,-1,0,0,,1dbb2fe77a151d30
w_o_task_support,2,dropout030_delay2_relay_failure_early,2,1,1,45,24,45,-1,0,0,0.0000,30c61c4dfeaa5f9b
w_o_task_support,2,dropout030_delay2_relay_failure_early,3,1,1,45,24,45,-1,0,0,0.0000,919ad04f0344e249
w_o_task_support,2,dropout030_delay2_relay_failure_early,0,1,1,125,24,125,-1,0,0,0.0000,67ddb282f5f10ef7
w_o_task_support,2,dropout030_delay2_relay_failure_early,1,1,1,125,24,125,-1,0,0,0.0000,370c43d48165f819
w_o_task_support,2,dropout030_delay2_relay_failure_early,5,1,1,45,24,45,-1,0,0,0.0000,eafba556230f886a
w_o_task_support,2,dropout030_delay2_relay_failure_early,6,1,1,47,24,47,-1,0,0,0.0000,5375656983283b5c
w_o_task_support,2,dropout030_delay2_relay_failure_early,7,1,1,47,24,47,-1,0,0,0.0000,b517e14953fec480
w_o_task_support,2,dropout030_delay2_relay_failure_early,4,0,0,260,24,-1,-1,0,0,,dd2ac03c32a0e192
w_o_task_support,2,dropout030_delay2_relay_failure_early,8,1,1,46,24,46,-1,0,0,0.0000,e449f767229abc22
w_o_task_support,2,dropout030_delay2_relay_failure_early,9,1,1,46,24,46,-1,0,0,0.0000,ab8b1f3d4aef9407
w_o_task_support,2,dropout030_delay2_relay_failure_early,10,1,1,48,24,48,-1,0,0,0.0000,d583d48a50d71453
w_o_task_support,2,dropout030_delay2_relay_failure_early,11,1,1,48,24,48,-1,0,0,0.0000,33017ee07f35de99
w_o_task_support,2,dropout030_delay2_relay_failure_early,15,1,1,46,24,46,-1,0,0,0.0000,2c408f1de36c8dab
w_o_task_support,2,dropout030_delay2_relay_failure_early,14,1,1,48,24,48,-1,0,0,0.0000,c78541cbbed6a641
w_o_task_support,2,dropout030_delay2_relay_failure_early,12,1,1,49,24,49,-1,0,0,0.0000,c7f9ca13d4421a08
w_o_task_support,2,dropout030_delay2_relay_failure_early,13,1,1,49,24,49,-1,0,0,0.0000,45c22997df869f97
w_o_task_support,2,dropout030_delay2_relay_failure_early,19,1,1,46,24,46,-1,0,0,0.0000,6ac34f022f72ca41
w_o_task_support,2,dropout030_delay2_relay_failure_early,17,1,1,48,24,48,-1,0,0,0.0000,e2c069555f8a2569
w_o_task_support,2,dropout030_delay2_relay_failure_early,18,1,1,48,24,48,-1,0,0,0.0000,5598b0d91629262b
w_o_task_support,2,dropout030_delay2_relay_failure_early,16,1,1,49,24,49,-1,0,0,0.0000,d8e31e100692269c
w_o_task_support,2,dropout030_delay2_relay_failure_early,20,1,1,46,24,46,-1,0,0,0.0000,59beaf5e5091dfaa
w_o_task_support,2,dropout030_delay2_relay_failure_early,23,1,1,46,24,46,-1,0,0,0.0000,54912a3f5c8f8a52
w_o_task_support,2,dropout030_delay2_relay_failure_early,21,1,1,48,24,48,-1,0,0,0.0000,72c819e12bcb94a3
w_o_task_support,2,dropout030_delay2_relay_failure_early,22,1,1,48,24,48,-1,0,0,0.0000,80b3884435e73d07
w_o_task_support,2,dropout030_delay2_relay_failure_early,24,1,1,49,24,49,-1,0,0,0.0000,8f7bca16bacf12d3
w_o_task_support,2,dropout030_delay2_relay_failure_early,27,1,1,123,24,123,-1,0,0,0.0000,bc2f25b8528fbca0
w_o_task_support,2,dropout030_delay2_relay_failure_early,25,0,0,260,24,-1,-1,0,0,,cafb91a7c001d019
w_o_task_support,2,dropout030_delay2_relay_failure_early,26,0,0,260,24,-1,-1,0,0,,5dedb5fe39178e65
w_o_task_support,2,dropout030_delay2_relay_failure_early,29,1,1,47,24,47,-1,0,0,0.0000,7eeddbe4d27201c9
w_o_task_support,2,dropout030_delay2_relay_failure_early,30,1,1,47,24,47,-1,0,0,0.0000,845d1c15dc46d6b6
w_o_task_support,2,dropout030_delay2_relay_failure_early,31,1,1,47,24,47,-1,0,0,0.0000,0b8363e7e55a2351
w_o_task_support,2,dropout030_delay2_relay_failure_early,28,0,0,260,24,-1,-1,0,0,,0f7038737faeed04
w_o_task_support,2,dropout030_delay2_relay_failure_early,35,1,1,44,24,44,-1,0,0,0.0000,5f79511b5b7516b1
w_o_task_support,2,dropout030_delay2_relay_failure_early,33,1,1,45,24,45,-1,0,0,0.0000,5a97f20500591570
w_o_task_support,2,dropout030_delay2_relay_failure_early,32,1,1,55,24,55,-1,0,0,0.0000,47aaaa31d1f85f84
w_o_task_support,2,dropout030_delay2_relay_failure_early,34,0,0,260,24,-1,-1,0,0,,fffcacab3f07dbfd
w_o_task_support,2,dropout030_delay2_relay_failure_early,38,1,1,46,24,46,-1,0,0,0.0000,f303675f7b652339
w_o_task_support,2,dropout030_delay2_relay_failure_early,37,1,1,48,24,48,-1,0,0,0.0000,899b2a97d1da3e9e
w_o_task_support,2,dropout030_delay2_relay_failure_early,36,1,1,52,24,52,-1,0,0,0.0000,ed71c953d157dd41
w_o_task_support,2,dropout030_delay2_relay_failure_early,39,0,0,260,24,-1,-1,0,0,,683c536dfec61ad1
w_o_task_support,2,dropout030_delay2_relay_failure_early,43,1,1,45,24,45,-1,0,0,0.0000,25a3e5bb4bca4424
w_o_task_support,2,dropout030_delay2_relay_failure_early,41,1,1,46,24,46,-1,0,0,0.0000,9bfb75e2e62173ab
w_o_task_support,2,dropout030_delay2_relay_failure_early,40,1,1,47,24,47,-1,0,0,0.0000,d9507c1265b381f7
w_o_task_support,2,dropout030_delay2_relay_failure_early,42,0,0,260,24,-1,-1,0,0,,dcf8592afe0e7a94
w_o_task_support,2,dropout030_delay2_relay_failure_early,46,1,1,44,24,44,-1,0,0,0.0000,03178c43e2ff7d94
w_o_task_support,2,dropout030_delay2_relay_failure_early,44,1,1,47,24,47,-1,0,0,0.0000,a102c3b12960741e
w_o_task_support,2,dropout030_delay2_relay_failure_early,45,1,1,48,24,48,-1,0,0,0.0000,112d9578662e2586
w_o_task_support,2,dropout030_delay2_relay_failure_early,47,0,0,260,24,-1,-1,0,0,,e857a0f01f04fa9e
w_o_task_support,2,dropout030_delay2_relay_failure_early,50,1,1,46,24,46,-1,0,0,0.0000,e92705eb50a86c41
w_o_task_support,2,dropout030_delay2_relay_failure_early,51,1,1,47,24,47,-1,0,0,0.0000,1ccf86a0d2153645
w_o_task_support,2,dropout030_delay2_relay_failure_early,49,0,0,61,24,-1,-1,0,0,,c558769945f0d871
w_o_task_support,2,dropout030_delay2_relay_failure_early,48,0,0,260,24,-1,-1,0,0,,da726a4164ba4572
w_o_task_support,2,dropout030_delay2_relay_failure_early,54,1,1,45,24,45,-1,0,0,0.0000,810f91c653ab4abe
w_o_task_support,2,dropout030_delay2_relay_failure_early,55,1,1,47,24,47,-1,0,0,0.0000,f61146ec4230bad2
w_o_task_support,2,dropout030_delay2_relay_failure_early,52,1,1,48,24,48,-1,0,0,0.0000,33529d4e78c09e5f
w_o_task_support,2,dropout030_delay2_relay_failure_early,53,0,0,260,24,-1,-1,0,0,,c121c212cad3c724
w_o_task_support,2,dropout030_delay2_relay_failure_early,58,1,1,46,24,46,-1,0,0,0.0000,e88e42d47503664b
w_o_task_support,2,dropout030_delay2_relay_failure_early,56,1,1,47,24,47,-1,0,0,0.0000,0e19d22b219f378f
w_o_task_support,2,dropout030_delay2_relay_failure_early,57,1,1,47,24,47,-1,0,0,0.0000,db225054e42a10b8
w_o_task_support,2,dropout030_delay2_relay_failure_early,59,1,1,49,24,49,-1,0,0,0.0000,9c1378b62f394c63
w_o_task_support,2,dropout030_delay2_relay_failure_early,60,1,1,46,24,46,-1,0,0,0.0000,d76878bc880d87ae
w_o_task_support,2,dropout030_delay2_relay_failure_early,61,1,1,48,24,48,-1,0,0,0.0000,053e0f92bff9270e
w_o_task_support,2,dropout030_delay2_relay_failure_early,62,1,1,48,24,48,-1,0,0,0.0000,1d0ad6303a80b721
w_o_task_support,2,dropout030_delay2_relay_failure_early,63,1,1,48,24,48,-1,0,0,0.0000,51b8249af002fa63
w_o_task_support,2,dropout030_delay2_relay_failure_early,65,1,1,46,24,46,-1,0,0,0.0000,c5cb23a42e6250a9
w_o_task_support,2,dropout030_delay2_relay_failure_early,66,1,1,52,24,52,-1,0,0,0.0000,eff9bf12f690ffd8
w_o_task_support,2,dropout030_delay2_relay_failure_early,64,1,1,130,24,130,-1,0,0,0.0000,4df7a8aa5cfaab49
w_o_task_support,2,dropout030_delay2_relay_failure_early,67,0,0,260,24,-1,-1,0,0,,cedf788e1cc80cfa
w_o_task_support,2,dropout030_delay2_relay_failure_early,69,1,1,49,24,49,-1,0,0,0.0000,390a6b51018fdda4
w_o_task_support,2,dropout030_delay2_relay_failure_early,70,1,1,50,24,50,-1,0,0,0.0000,b03dc3a4e22f4efd
w_o_task_support,2,dropout030_delay2_relay_failure_early,71,1,1,50,24,50,-1,0,0,0.0000,e2d0471463129259
w_o_task_support,2,dropout030_delay2_relay_failure_early,68,0,0,260,24,-1,-1,0,0,,97ac064bbef2bb7c
w_o_task_support,2,dropout030_delay2_relay_failure_early,74,1,1,46,24,46,-1,0,0,0.0000,e3f1a5a8f770aa67
w_o_task_support,2,dropout030_delay2_relay_failure_early,72,1,1,48,24,48,-1,0,0,0.0000,8466bf9ae3ac2cf3
w_o_task_support,2,dropout030_delay2_relay_failure_early,73,1,1,48,24,48,-1,0,0,0.0000,b199df6e97a97461
w_o_task_support,2,dropout030_delay2_relay_failure_early,75,1,1,51,24,51,-1,0,0,0.0000,9fad29f2c72383a3
w_o_task_support,2,dropout030_delay2_relay_failure_early,78,1,1,47,24,47,-1,0,0,0.0000,7cf937a75a867a6f
w_o_task_support,2,dropout030_delay2_relay_failure_early,79,1,1,48,24,48,-1,0,0,0.0000,63f51eb895f847a4
w_o_task_support,2,dropout030_delay2_relay_failure_early,76,1,1,50,24,50,-1,0,0,0.0000,97066ae02dc28ee5
w_o_task_support,2,dropout030_delay2_relay_failure_early,77,0,0,260,24,-1,-1,0,0,,14b30d5de2ceb6a0
w_o_task_support,2,dropout030_delay2_relay_failure_early,80,1,1,44,24,44,-1,0,0,0.0000,4134aef3c50fdd1d
w_o_task_support,2,dropout030_delay2_relay_failure_early,83,1,1,45,24,45,-1,0,0,0.0000,aaf5cad03ba04671
w_o_task_support,2,dropout030_delay2_relay_failure_early,82,1,1,46,24,46,-1,0,0,0.0000,d69ee0534cd88b4b
w_o_task_support,2,dropout030_delay2_relay_failure_early,81,0,0,260,24,-1,-1,0,0,,482f02310e18c135
w_o_task_support,2,dropout030_delay2_relay_failure_early,87,1,1,45,24,45,-1,0,0,0.0000,5875c7c1de8f1f8b
w_o_task_support,2,dropout030_delay2_relay_failure_early,86,1,1,48,24,48,-1,0,0,0.0000,b0105b1f2f9bd899
w_o_task_support,2,dropout030_delay2_relay_failure_early,85,1,1,50,24,50,-1,0,0,0.0000,49d04e58484ea883
w_o_task_support,2,dropout030_delay2_relay_failure_early,84,0,0,260,24,-1,-1,0,0,,361f662334e2ecc9
w_o_task_support,2,dropout030_delay2_relay_failure_early,89,1,1,46,24,46,-1,0,0,0.0000,d7fce5a53e36578d
w_o_task_support,2,dropout030_delay2_relay_failure_early,88,1,1,47,24,47,-1,0,0,0.0000,23f16328025b424b
w_o_task_support,2,dropout030_delay2_relay_failure_early,91,1,1,47,24,47,-1,0,0,0.0000,658bd909b05d87c7
w_o_task_support,2,dropout030_delay2_relay_failure_early,90,1,1,51,24,51,-1,0,0,0.0000,4d2e24f47da9f18e
w_o_task_support,2,dropout030_delay2_relay_failure_early,93,1,1,46,24,46,-1,0,0,0.0000,598d730751ef0843
w_o_task_support,2,dropout030_delay2_relay_failure_early,95,1,1,47,24,47,-1,0,0,0.0000,2daaac3eb1c3376a
w_o_task_support,2,dropout030_delay2_relay_failure_early,92,0,0,260,24,-1,-1,0,0,,57a1942293eb3148
w_o_task_support,2,dropout030_delay2_relay_failure_early,94,0,0,260,24,-1,-1,0,0,,c371095a83dab146
w_o_task_support,2,dropout030_delay2_relay_failure_early,98,1,1,46,24,46,-1,0,0,0.0000,542c08860c4b7283
w_o_task_support,2,dropout030_delay2_relay_failure_early,99,1,1,50,24,50,-1,0,0,0.0000,fba33193a19d1c1c
w_o_task_support,2,dropout030_delay2_relay_failure_early,96,0,0,260,24,-1,-1,0,0,,0e4b5db0151863b7
w_o_task_support,2,dropout030_delay2_relay_failure_early,97,0,0,260,24,-1,-1,0,0,,57206e19d86c08aa
